transcript_id,processed_transcript_text_link,title
serbia_2012_0_16042014,https://otvoreniparlament.rs/transkript/7117,Prva (konstitutivna) sednica
serbia_2012_1_15022014,https://otvoreniparlament.rs/transkript/7116,Prva vanredna sednica
serbia_2012_2_26122013,https://otvoreniparlament.rs/transkript/7115,Sedma sednica Drugog redovnog zasedanja
serbia_2012_3_23122013,https://otvoreniparlament.rs/transkript/7114,Sedma sednica Drugog redovnog zasedanja
serbia_2012_4_16122013,https://otvoreniparlament.rs/transkript/7113,Šesta sednica Drugog redovnog zasedanja
serbia_2012_5_13122013,https://otvoreniparlament.rs/transkript/7112,Šesta sednica Drugog redovnog zasedanja
serbia_2012_6_12122013,https://otvoreniparlament.rs/transkript/7111,Šesta sednica Drugog redovnog zasedanja
serbia_2012_7_10122013,https://otvoreniparlament.rs/transkript/7110,Šesta sednica Drugog redovnog zasedanja
serbia_2012_8_09122013,https://otvoreniparlament.rs/transkript/7109,Šesta sednica Drugog redovnog zasedanja
serbia_2012_9_06122013,https://otvoreniparlament.rs/transkript/7108,Šesta sednica Drugog redovnog zasedanja
serbia_2012_10_04122013,https://otvoreniparlament.rs/transkript/7107,Šesta sednica Drugog redovnog zasedanja
serbia_2012_11_03122013,https://otvoreniparlament.rs/transkript/7106,Osma posebna sednica
serbia_2012_12_26112013,https://otvoreniparlament.rs/transkript/7105,Četvrta sednica Drugog redovnog zasedanja
serbia_2012_13_22112013,https://otvoreniparlament.rs/transkript/7104,Četvrta sednica Drugog redovnog zasedanja
serbia_2012_14_21112013,https://otvoreniparlament.rs/transkript/7103,Četvrta sednica Drugog redovnog zasedanja
serbia_2012_15_20112013,https://otvoreniparlament.rs/transkript/7102,Četvrta sednica Drugog redovnog zasedanja
serbia_2012_16_19112013,https://otvoreniparlament.rs/transkript/7101,Četvrta sednica Drugog redovnog zasedanja
serbia_2012_17_18112013,https://otvoreniparlament.rs/transkript/7100,"Četvrta sednica, Drugog redovnog zasedanja"
serbia_2012_18_15112013,https://otvoreniparlament.rs/transkript/7099,Četvrta sednica Drugog redovnog zasedanja
serbia_2012_19_14112013,https://otvoreniparlament.rs/transkript/7098,Četvrta sednica Drugog redovnog zasedanja
serbia_2012_20_13112013,https://otvoreniparlament.rs/transkript/7097,Četvrta sednica Drugog redovnog zasedanja
serbia_2012_21_12112013,https://otvoreniparlament.rs/transkript/7096,Četvrta sednica Drugog redovnog zasedanja
serbia_2012_22_08112013,https://otvoreniparlament.rs/transkript/7095,Četvrta sednica Drugog redovnog zasedanja
serbia_2012_23_07112013,https://otvoreniparlament.rs/transkript/7094,Četvrta sednica Drugog redovnog zasedanja
serbia_2012_24_06112013,https://otvoreniparlament.rs/transkript/7093,Četvrta sednica Drugog redovnog zasedanja
serbia_2012_25_05112013,https://otvoreniparlament.rs/transkript/7092,Četvrta sednica Drugog redovnog zasedanja
serbia_2012_26_04112013,https://otvoreniparlament.rs/transkript/7091,Četvrta sednica Drugog redovnog zasedanja
serbia_2012_27_04112013,https://otvoreniparlament.rs/transkript/5792,Četvrta sednica Drugog redovnog zasedanja
serbia_2012_28_31102013,https://otvoreniparlament.rs/transkript/7090,Prva sednica Drugog redovnog zasedanja
serbia_2012_29_29102013,https://otvoreniparlament.rs/transkript/7089,Prva sednica Drugog redovnog zasedanja
serbia_2012_30_24102013,https://otvoreniparlament.rs/transkript/7088,Prva sednica Drugog redovnog zasedanja
serbia_2012_31_23102013,https://otvoreniparlament.rs/transkript/7087,Prva sednica Drugog redovnog zasedanja
serbia_2012_32_22102013,https://otvoreniparlament.rs/transkript/7086,Prva sednica Drugog redovnog zasedanja
serbia_2012_33_17102013,https://otvoreniparlament.rs/transkript/7085,Prva sednica Drugog redovnog zasedanja
serbia_2012_34_16102013,https://otvoreniparlament.rs/transkript/7084,Prva sednica Drugog redovnog zasedanja
serbia_2012_35_10102013,https://otvoreniparlament.rs/transkript/7083,Treća sednica Drugog redovnog zasedanja
serbia_2012_36_09102013,https://otvoreniparlament.rs/transkript/7082,Treća sednica Drugog redovnog zasedanja
serbia_2012_37_07102013,https://otvoreniparlament.rs/transkript/7081,Treća sednica Drugog redovnog zasedanja
serbia_2012_38_06102013,https://otvoreniparlament.rs/transkript/7080,Druga sednica Drugog redovnog zasedanja
serbia_2012_39_04102013,https://otvoreniparlament.rs/transkript/7079,Druga sednica Drugog redovnog zasedanja
serbia_2012_40_02102013,https://otvoreniparlament.rs/transkript/7078,Prva sednica Drugog redovnog zasedanja
serbia_2012_41_01102013,https://otvoreniparlament.rs/transkript/7077,Prva sednica Drugog redovnog zasedanja
serbia_2012_42_02092013,https://otvoreniparlament.rs/transkript/7076,Šesta posebna sednica
serbia_2012_43_31082013,https://otvoreniparlament.rs/transkript/7075,Šesta posebna sednica
serbia_2012_44_30082013,https://otvoreniparlament.rs/transkript/7074,Šesta posebna sednica
serbia_2012_45_29082013,https://otvoreniparlament.rs/transkript/7073,Deseto vanredno zasedanje
serbia_2012_46_28082013,https://otvoreniparlament.rs/transkript/7072,Deseto vanredno zasedanje
serbia_2012_47_26082013,https://otvoreniparlament.rs/transkript/7071,Deseto vanredno zasedanje
serbia_2012_48_25072013,https://otvoreniparlament.rs/transkript/7070,Deveto vanredno zasedanje
serbia_2012_49_24072013,https://otvoreniparlament.rs/transkript/7069,Deveto vanredno zasedanje
serbia_2012_50_22072013,https://otvoreniparlament.rs/transkript/7068,Deveto vanredno zasedanje
serbia_2012_51_18072013,https://otvoreniparlament.rs/transkript/7067,Peta posebna sednica
serbia_2012_52_17072013,https://otvoreniparlament.rs/transkript/7066,Deveto vanredno zasedanje
serbia_2012_53_16072013,https://otvoreniparlament.rs/transkript/7065,Osmo vanredno zasedanje
serbia_2012_54_15072013,https://otvoreniparlament.rs/transkript/7064,Osmo vanredno zasedanje
serbia_2012_55_11072013,https://otvoreniparlament.rs/transkript/7063,Četvrta posebna sednica
serbia_2012_56_10072013,https://otvoreniparlament.rs/transkript/7062,Osmo vanredno zasedanje
serbia_2012_57_09072013,https://otvoreniparlament.rs/transkript/7061,Osmo vanredno zasedanje
serbia_2012_58_05072013,https://otvoreniparlament.rs/transkript/7060,Osmo vanredno zasedanje
serbia_2012_59_04072013,https://otvoreniparlament.rs/transkript/7059,Osmo vanredno zasedanje
serbia_2012_60_02072013,https://otvoreniparlament.rs/transkript/7058,Osmo vanredno zasedanje
serbia_2012_61_01072013,https://otvoreniparlament.rs/transkript/7057,Sedmo vanredno zasedanje
serbia_2012_62_28062013,https://otvoreniparlament.rs/transkript/7056,Sedmo vanredno zasedanje
serbia_2012_63_27062013,https://otvoreniparlament.rs/transkript/7055,Sedmo vanredno zasedanje
serbia_2012_64_26062013,https://otvoreniparlament.rs/transkript/7054,Treća posebna sednica
serbia_2012_65_25062013,https://otvoreniparlament.rs/transkript/7053,Peto vanredno zasedanje
serbia_2012_66_21062013,https://otvoreniparlament.rs/transkript/7052,Šesto vanredno zasedanje
serbia_2012_67_20062013,https://otvoreniparlament.rs/transkript/7051,Peto vanredno zasedanje
serbia_2012_68_19062013,https://otvoreniparlament.rs/transkript/7050,Peto vanredno zasedanje
serbia_2012_69_18062013,https://otvoreniparlament.rs/transkript/7049,Peto vanredno zasedanje
serbia_2012_70_13062013,https://otvoreniparlament.rs/transkript/7048,Peto vanredno zasedanje
serbia_2012_71_12062013,https://otvoreniparlament.rs/transkript/7047,Peto vanredno zasedanje
serbia_2012_72_11062013,https://otvoreniparlament.rs/transkript/7046,Peto vanredno zasedanje
serbia_2012_73_30052013,https://otvoreniparlament.rs/transkript/7045,"Dan za odgovaranje na poslanička, pitanja u vezi sa aktuelnom temom"
serbia_2012_74_29052013,https://otvoreniparlament.rs/transkript/7044,Četvrta sednica Prvog redovnog zasedanja
serbia_2012_75_28052013,https://otvoreniparlament.rs/transkript/7043,Četvrta sednica Prvog redovnog zasedanja
serbia_2012_76_27052013,https://otvoreniparlament.rs/transkript/7042,Četvrta sednica Prvog redovnog zasedanja
serbia_2012_77_24052013,https://otvoreniparlament.rs/transkript/7041,Četvrta sednica Prvog redovnog zasedanja
serbia_2012_78_22052013,https://otvoreniparlament.rs/transkript/7040,Treća sednica Prvog redovnog zasedanja
serbia_2012_79_21052013,https://otvoreniparlament.rs/transkript/7039,Treća sednica Prvog redovnog zasedanja
serbia_2012_80_20052013,https://otvoreniparlament.rs/transkript/7038,Treća sednica Prvog redovnog zasedanja
serbia_2012_81_16052013,https://otvoreniparlament.rs/transkript/7037,Treća sednica Prvog redovnog zasedanja
serbia_2012_82_15052013,https://otvoreniparlament.rs/transkript/7036,Treća sednica Prvog redovnog zasedanja
serbia_2012_83_14052013,https://otvoreniparlament.rs/transkript/7035,Treća sednica Prvog redovnog zasedanja
serbia_2012_84_10052013,https://otvoreniparlament.rs/transkript/7034,Treća sednica Prvog redovnog zasedanja
serbia_2012_85_09052013,https://otvoreniparlament.rs/transkript/7033,Treća sednica Prvog redovnog zasedanja
serbia_2012_86_08052013,https://otvoreniparlament.rs/transkript/7032,Treća sednica Prvog redovnog zasedanja
serbia_2012_87_26042013,https://otvoreniparlament.rs/transkript/7031,Druga posebna sednica
serbia_2012_88_08042013,https://otvoreniparlament.rs/transkript/7280,JEDANAESTA SEDNICA
serbia_2012_89_05042013,https://otvoreniparlament.rs/transkript/7030,Druga sednica Prvog redovnog zasedanja
serbia_2012_90_04042013,https://otvoreniparlament.rs/transkript/7029,Druga sednica Prvog redovnog zasedanja
serbia_2012_91_03042013,https://otvoreniparlament.rs/transkript/7028,Druga sednica Prvog redovnog zasedanja
serbia_2012_92_02042013,https://otvoreniparlament.rs/transkript/7027,Druga sednica Prvog redovnog zasedanja
serbia_2012_93_28032013,https://otvoreniparlament.rs/transkript/7026,Druga sednica Prvog redovnog zasedanja
serbia_2012_94_27032013,https://otvoreniparlament.rs/transkript/7025,Druga sednica Prvog redovnog zasedanja
serbia_2012_95_26032013,https://otvoreniparlament.rs/transkript/7024,Druga sednica Prvog redovnog zasedanja
serbia_2012_96_15032013,https://otvoreniparlament.rs/transkript/7023,Prva sednica Prvog redovnog zasedanja
serbia_2012_97_14032013,https://otvoreniparlament.rs/transkript/7022,Prva sednica Prvog redovnog zasedanja
serbia_2012_98_13032013,https://otvoreniparlament.rs/transkript/7021,Prva sednica Prvog redovnog zasedanja
