link,title,date,mp4_links,514_mp4_truncated,srt_link
https://www.bundestag.de/mediathek?videoid=7087952#url=L21lZGlhdGhla292ZXJsYXk=&mod=mod536668,"27. März 2017 
Einbindung der Kom­munen bei Digitalisie­rung der Verwaltung strittig 27. März 2017",2017-03-27,"['https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7087952/7087952_h264_1920_1080_5000kb_baseline_de_5000.mp4?fdl=1', 'https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7087952/7087952_h264_720_400_2000kb_baseline_de_2192.mp4?fdl=1', 'https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7087952/7087952_h264_512_288_514kb_baseline_de_514.mp4?fdl=1']",https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7087952/7087952_h264_512_288_514kb_baseline_de_514.mp4,
https://www.bundestag.de/mediathek?videoid=7480616#url=L21lZGlhdGhla292ZXJsYXk=&mod=mod536668,"4. November 2020 
Autonome Waffensysteme: Wenn Maschinen über Leben und Tod entscheiden 4. November 2020",2020-11-04,"['https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7480616/7480616_h264_1920_1080_5000kb_baseline_de_5000.mp4?fdl=1', 'https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7480616/7480616_h264_720_400_2000kb_baseline_de_2192.mp4?fdl=1', 'https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7480616/7480616_h264_512_288_514kb_baseline_de_514.mp4?fdl=1']",https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7480616/7480616_h264_512_288_514kb_baseline_de_514.mp4,
https://www.bundestag.de/mediathek?videoid=7616088#url=L21lZGlhdGhla292ZXJsYXk=&mod=mod536668,"9. Oktober 2024 
58. Sitzung des Sportausschusses 9. Oktober 2024",2024-10-09,[],,
https://www.bundestag.de/mediathek?videoid=7535443#url=L21lZGlhdGhla292ZXJsYXk=&mod=mod536668,"27. April 2022 
Ungerechtigkeiten durch den Corona-Bonus befürchtet 27. April 2022",2022-04-27,"['https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7535443/7535443_h264_1920_1080_5000kb_baseline_de_5000.mp4?fdl=1', 'https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7535443/7535443_h264_720_400_2000kb_baseline_de_2192.mp4?fdl=1', 'https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7535443/7535443_h264_512_288_514kb_baseline_de_514.mp4?fdl=1']",https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7535443/7535443_h264_512_288_514kb_baseline_de_514.mp4,https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7535443/7535443.srt
https://www.bundestag.de/mediathek?videoid=7557197#url=L21lZGlhdGhla292ZXJsYXk=&mod=mod536668,"20. September 2023 
40. Sitzung des Ausschusses für Kultur und Medien 20. September 2023",2023-09-20,"['https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7557197/7557197_h264_1920_1080_5000kb_baseline_de_5000.mp4?fdl=1', 'https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7557197/7557197_h264_720_400_2000kb_baseline_de_2192.mp4?fdl=1', 'https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7557197/7557197_h264_512_288_514kb_baseline_de_514.mp4?fdl=1']",https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7557197/7557197_h264_512_288_514kb_baseline_de_514.mp4,https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7557197/7557197.srt
https://www.bundestag.de/mediathek?videoid=1713867#url=L21lZGlhdGhla292ZXJsYXk=&mod=mod536668,"23. Mai 2012 
Diskussion über das Bergrecht der Zukunft 23. Mai 2012",2012-05-23,"['https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/1713867/1713867_h264_720_400_2000kb_baseline_de_2192.mp4?fdl=1', 'https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/1713867/1713867_h264_512_288_514kb_baseline_de_514.mp4?fdl=1']",https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/1713867/1713867_h264_512_288_514kb_baseline_de_514.mp4,
https://www.bundestag.de/mediathek?videoid=7611481#url=L21lZGlhdGhla292ZXJsYXk=&mod=mod536668,"3. Juni 2024 
Sachverständige warnen vor mehr Agrar-Bürokratie 3. Juni 2024",2024-06-03,"['https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7611481/7611481_h264_1920_1080_5000kb_baseline_de_5000.mp4?fdl=1', 'https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7611481/7611481_h264_720_400_2000kb_baseline_de_2192.mp4?fdl=1', 'https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7611481/7611481_h264_512_288_514kb_baseline_de_514.mp4?fdl=1']",https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7611481/7611481_h264_512_288_514kb_baseline_de_514.mp4,https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7611481/7611481.srt
https://www.bundestag.de/mediathek?videoid=7324978#url=L21lZGlhdGhla292ZXJsYXk=&mod=mod536668,"20. Februar 2019 
Schneller Energieleitungsausbau stößt bei Experten meist auf Zustimmung 20. Februar 2019",2019-02-20,"['https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7324978/7324978_h264_1920_1080_5000kb_baseline_de_5000.mp4?fdl=1', 'https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7324978/7324978_h264_720_400_2000kb_baseline_de_2192.mp4?fdl=1', 'https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7324978/7324978_h264_512_288_514kb_baseline_de_514.mp4?fdl=1']",https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7324978/7324978_h264_512_288_514kb_baseline_de_514.mp4,
https://www.bundestag.de/mediathek?videoid=7605409#url=L21lZGlhdGhla292ZXJsYXk=&mod=mod536668,"17. Januar 2024 
63. Sitzung des Bildungsausschusses 17. Januar 2024",2024-01-17,"['https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7605409/7605409_h264_1920_1080_5000kb_baseline_de_5000.mp4?fdl=1', 'https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7605409/7605409_h264_720_400_2000kb_baseline_de_2192.mp4?fdl=1', 'https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7605409/7605409_h264_512_288_514kb_baseline_de_514.mp4?fdl=1']",https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7605409/7605409_h264_512_288_514kb_baseline_de_514.mp4,https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7605409/7605409.srt
https://www.bundestag.de/mediathek?videoid=5195726#url=L21lZGlhdGhla292ZXJsYXk=&mod=mod536668,"10. Juni 2015 
Experten fordern Änderungen im Bergrecht 10. Juni 2015",2015-06-10,"['https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/5195726/5195726_h264_720_400_2000kb_baseline_de_2192.mp4?fdl=1', 'https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/5195726/5195726_h264_512_288_514kb_baseline_de_514.mp4?fdl=1']",https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/5195726/5195726_h264_512_288_514kb_baseline_de_514.mp4,
https://www.bundestag.de/mediathek?videoid=7531928#url=L21lZGlhdGhla292ZXJsYXk=&mod=mod536668,"31. August 2021 
Abkehr von der Sieben-Tage-Inzidenz trifft auf Zustimmung bei Experten 31. August 2021",2021-08-31,"['https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7531928/7531928_h264_1920_1080_5000kb_baseline_de_5000.mp4?fdl=1', 'https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7531928/7531928_h264_720_400_2000kb_baseline_de_2192.mp4?fdl=1', 'https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7531928/7531928_h264_512_288_514kb_baseline_de_514.mp4?fdl=1']",https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7531928/7531928_h264_512_288_514kb_baseline_de_514.mp4,https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7531928/7531928.srt
https://www.bundestag.de/mediathek?videoid=1691090#url=L21lZGlhdGhla292ZXJsYXk=&mod=mod536668,"9. Mai 2012 
Zugang zu Cannabis-Medikamenten 9. Mai 2012",2012-05-09,"['https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/1691090/1691090_h264_720_400_2000kb_baseline_de_2192.mp4?fdl=1', 'https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/1691090/1691090_h264_512_288_514kb_baseline_de_514.mp4?fdl=1']",https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/1691090/1691090_h264_512_288_514kb_baseline_de_514.mp4,
https://www.bundestag.de/mediathek?videoid=2471904#url=L21lZGlhdGhla292ZXJsYXk=&mod=mod536668,"26. Juni 2013 
Ja zum Standortauswahlgesetz 26. Juni 2013",2013-06-26,"['https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/2471904/2471904_h264_720_400_2000kb_baseline_de_2192.mp4?fdl=1', 'https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/2471904/2471904_h264_512_288_514kb_baseline_de_514.mp4?fdl=1']",https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/2471904/2471904_h264_512_288_514kb_baseline_de_514.mp4,
https://www.bundestag.de/mediathek?videoid=6725436#url=L21lZGlhdGhla292ZXJsYXk=&mod=mod536668,"13. April 2016 
Experten gegen neue Prüfungsgrundsätze 13. April 2016",2016-04-13,"['https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/6725436/6725436_h264_720_400_2000kb_baseline_de_2192.mp4?fdl=1', 'https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/6725436/6725436_h264_512_288_514kb_baseline_de_514.mp4?fdl=1']",https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/6725436/6725436_h264_512_288_514kb_baseline_de_514.mp4,
https://www.bundestag.de/mediathek?videoid=7549278#url=L21lZGlhdGhla292ZXJsYXk=&mod=mod536668,"14. Dezember 2022 
Plädoyer für Mindesthonorare für Künstler 14. Dezember 2022",2022-12-14,[],,
https://www.bundestag.de/mediathek?videoid=6095128#url=L21lZGlhdGhla292ZXJsYXk=&mod=mod536668,"9. November 2015 
Änderungen bei der Betriebsrente begrüßt 9. November 2015",2015-11-09,"['https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/6095128/6095128_h264_720_400_2000kb_baseline_de_2192.mp4?fdl=1', 'https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/6095128/6095128_h264_512_288_514kb_baseline_de_514.mp4?fdl=1']",https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/6095128/6095128_h264_512_288_514kb_baseline_de_514.mp4,
https://www.bundestag.de/mediathek?videoid=7450384#url=L21lZGlhdGhla292ZXJsYXk=&mod=mod536668,"15. Juni 2020 
Wie Gefahren und Risiken von Pestiziden besser bewertet werden können 15. Juni 2020",2020-06-15,"['https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7450384/7450384_h264_1920_1080_5000kb_baseline_de_5000.mp4?fdl=1', 'https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7450384/7450384_h264_720_400_2000kb_baseline_de_2192.mp4?fdl=1', 'https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7450384/7450384_h264_512_288_514kb_baseline_de_514.mp4?fdl=1']",https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7450384/7450384_h264_512_288_514kb_baseline_de_514.mp4,
https://www.bundestag.de/mediathek?videoid=7444777#url=L21lZGlhdGhla292ZXJsYXk=&mod=mod536668,"13. Mai 2020 
Wege aus der Krise: Partnerschaften statt Isolationismus 13. Mai 2020",2020-05-13,"['https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7444777/7444777_h264_1920_1080_5000kb_baseline_de_5000.mp4?fdl=1', 'https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7444777/7444777_h264_720_400_2000kb_baseline_de_2192.mp4?fdl=1', 'https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7444777/7444777_h264_512_288_514kb_baseline_de_514.mp4?fdl=1']",https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7444777/7444777_h264_512_288_514kb_baseline_de_514.mp4,
https://www.bundestag.de/mediathek?videoid=3556007#url=L21lZGlhdGhla292ZXJsYXk=&mod=mod536668,"30. Juni 2014 
Annäherung an Endlagerfrage 30. Juni 2014",2014-06-30,"['https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/3556007/3556007_h264_720_400_2000kb_baseline_de_2192.mp4?fdl=1', 'https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/3556007/3556007_h264_512_288_514kb_baseline_de_514.mp4?fdl=1']",https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/3556007/3556007_h264_512_288_514kb_baseline_de_514.mp4,
https://www.bundestag.de/mediathek?videoid=7555948#url=L21lZGlhdGhla292ZXJsYXk=&mod=mod536668,"3. Juli 2023 
LNG-Standort Mukran auf Rügen unter Experten umstritten 3. Juli 2023",2023-07-03,"['https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7555948/7555948_h264_1920_1080_5000kb_baseline_de_5000.mp4?fdl=1', 'https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7555948/7555948_h264_720_400_2000kb_baseline_de_2192.mp4?fdl=1', 'https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7555948/7555948_h264_512_288_514kb_baseline_de_514.mp4?fdl=1']",https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7555948/7555948_h264_512_288_514kb_baseline_de_514.mp4,https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7555948/7555948.srt
https://www.bundestag.de/mediathek?videoid=7538508#url=L21lZGlhdGhla292ZXJsYXk=&mod=mod536668,"29. August 2022 
Experten fordern Nach­besserungen am Corona-Konzept für den Herbst 29. August 2022",2022-08-29,"['https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7538508/7538508_h264_1920_1080_5000kb_baseline_de_5000.mp4?fdl=1', 'https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7538508/7538508_h264_720_400_2000kb_baseline_de_2192.mp4?fdl=1', 'https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7538508/7538508_h264_512_288_514kb_baseline_de_514.mp4?fdl=1']",https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7538508/7538508_h264_512_288_514kb_baseline_de_514.mp4,https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7538508/7538508.srt
https://www.bundestag.de/mediathek?videoid=7554216#url=L21lZGlhdGhla292ZXJsYXk=&mod=mod536668,"24. Mai 2023 
Sachverständige fordern Weiter­entwicklung des Parlamentarischen Beirats 24. Mai 2023",2023-05-24,[],,
https://www.bundestag.de/mediathek?videoid=7466640#url=L21lZGlhdGhla292ZXJsYXk=&mod=mod536668,"9. September 2020 
Verfahren zum Bau von Windkraftanlagen auf See kritisch bewertet 9. September 2020",2020-09-09,"['https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7466640/7466640_h264_1920_1080_5000kb_baseline_de_5000.mp4?fdl=1', 'https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7466640/7466640_h264_720_400_2000kb_baseline_de_2192.mp4?fdl=1', 'https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7466640/7466640_h264_512_288_514kb_baseline_de_514.mp4?fdl=1']",https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7466640/7466640_h264_512_288_514kb_baseline_de_514.mp4,
https://www.bundestag.de/mediathek?videoid=7414779#url=L21lZGlhdGhla292ZXJsYXk=&mod=mod536668,"29. Januar 2020 
Wie lebenslanges Lernen für nachhaltige Entwicklung gefördert werden kann 29. Januar 2020",2020-01-29,"['https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7414779/7414779_h264_1920_1080_5000kb_baseline_de_5000.mp4?fdl=1', 'https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7414779/7414779_h264_720_400_2000kb_baseline_de_2192.mp4?fdl=1', 'https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7414779/7414779_h264_512_288_514kb_baseline_de_514.mp4?fdl=1']",https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7414779/7414779_h264_512_288_514kb_baseline_de_514.mp4,
https://www.bundestag.de/mediathek?videoid=2121703#url=L21lZGlhdGhla292ZXJsYXk=&mod=mod536668,"17. Januar 2013 
Überwachung von Abgeordneten durch deutsche Geheimdienste 17. Januar 2013",2013-01-17,"['https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/2121703/2121703_h264_720_400_2000kb_baseline_de_2192.mp4?fdl=1', 'https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/2121703/2121703_h264_512_288_514kb_baseline_de_514.mp4?fdl=1']",https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/2121703/2121703_h264_512_288_514kb_baseline_de_514.mp4,
https://www.bundestag.de/mediathek?videoid=7078195#url=L21lZGlhdGhla292ZXJsYXk=&mod=mod536668,"8. März 2017 
Experten für Abschaffung des Dieselprivilegs bei der Mineralölsteuer 8. März 2017",2017-03-08,"['https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7078195/7078195_h264_1920_1080_5000kb_baseline_de_5000.mp4?fdl=1', 'https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7078195/7078195_h264_720_400_2000kb_baseline_de_2192.mp4?fdl=1', 'https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7078195/7078195_h264_512_288_514kb_baseline_de_514.mp4?fdl=1']",https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7078195/7078195_h264_512_288_514kb_baseline_de_514.mp4,
https://www.bundestag.de/mediathek?videoid=7554700#url=L21lZGlhdGhla292ZXJsYXk=&mod=mod536668,"15. Juni 2023 
49. Sitzung des Bildungsausschusses 15. Juni 2023",2023-06-15,[],,
https://www.bundestag.de/mediathek?videoid=7611495#url=L21lZGlhdGhla292ZXJsYXk=&mod=mod536668,"5. Juni 2024 
53. Öffentliche Sitzung des Sportausschusses 5. Juni 2024",2024-06-05,"['https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7611495/7611495_h264_1920_1080_5000kb_baseline_de_5000.mp4?fdl=1', 'https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7611495/7611495_h264_720_400_2000kb_baseline_de_2192.mp4?fdl=1', 'https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7611495/7611495_h264_512_288_514kb_baseline_de_514.mp4?fdl=1']",https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7611495/7611495_h264_512_288_514kb_baseline_de_514.mp4,https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7611495/7611495.srt
https://www.bundestag.de/mediathek?videoid=7617537#url=L21lZGlhdGhla292ZXJsYXk=&mod=mod536668,"6. November 2024 
Umfassende Kritik an Regierungsplänen für SED-Opfer 6. November 2024",2024-11-06,"['https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7617537/7617537_h264_1920_1080_5000kb_baseline_de_5000.mp4?fdl=1', 'https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7617537/7617537_h264_720_400_2000kb_baseline_de_2192.mp4?fdl=1', 'https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7617537/7617537_h264_512_288_514kb_baseline_de_514.mp4?fdl=1']",https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7617537/7617537_h264_512_288_514kb_baseline_de_514.mp4,https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7617537/7617537.srt
https://www.bundestag.de/mediathek?videoid=7608257#url=L21lZGlhdGhla292ZXJsYXk=&mod=mod536668,"18. März 2024 
Anhörung zum Antrag für ein „Kinderzukunftsprogramm“ 18. März 2024",2024-03-18,"['https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7608257/7608257_h264_1920_1080_5000kb_baseline_de_5000.mp4?fdl=1', 'https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7608257/7608257_h264_720_400_2000kb_baseline_de_2192.mp4?fdl=1', 'https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7608257/7608257_h264_512_288_514kb_baseline_de_514.mp4?fdl=1']",https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7608257/7608257_h264_512_288_514kb_baseline_de_514.mp4,https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7608257/7608257.srt
https://www.bundestag.de/mediathek?videoid=7430943#url=L21lZGlhdGhla292ZXJsYXk=&mod=mod536668,"2. März 2020 
Wie die Digitalisierung der Ausbildung im Betrieb funktionieren kann 2. März 2020",2020-03-02,"['https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7430943/7430943_h264_1920_1080_5000kb_baseline_de_5000.mp4?fdl=1', 'https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7430943/7430943_h264_720_400_2000kb_baseline_de_2192.mp4?fdl=1', 'https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7430943/7430943_h264_512_288_514kb_baseline_de_514.mp4?fdl=1']",https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7430943/7430943_h264_512_288_514kb_baseline_de_514.mp4,
https://www.bundestag.de/mediathek?videoid=7615364#url=L21lZGlhdGhla292ZXJsYXk=&mod=mod536668,"25. September 2024 
6. Sitzung des Unterausschusses Vereinte Nationen 25. September 2024",2024-09-25,"['https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7615364/7615364_h264_1920_1080_5000kb_baseline_de_5000.mp4?fdl=1', 'https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7615364/7615364_h264_720_400_2000kb_baseline_de_2192.mp4?fdl=1', 'https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7615364/7615364_h264_512_288_514kb_baseline_de_514.mp4?fdl=1']",https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7615364/7615364_h264_512_288_514kb_baseline_de_514.mp4,https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7615364/7615364.srt
https://www.bundestag.de/mediathek?videoid=7553423#url=L21lZGlhdGhla292ZXJsYXk=&mod=mod536668,"8. Mai 2023 
Kritik am Entwurf zum Umbau von Tierhaltungsanlagen 8. Mai 2023",2023-05-08,[],,https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7553423/7553423.srt
https://www.bundestag.de/mediathek?videoid=7601977#url=L21lZGlhdGhla292ZXJsYXk=&mod=mod536668,"16. Oktober 2023 
Anhörung zu geplanten Änderung im Verwaltungsverfahrensrecht 16. Oktober 2023",2023-10-16,"['https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7601977/7601977_h264_1920_1080_5000kb_baseline_de_5000.mp4?fdl=1', 'https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7601977/7601977_h264_720_400_2000kb_baseline_de_2192.mp4?fdl=1', 'https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7601977/7601977_h264_512_288_514kb_baseline_de_514.mp4?fdl=1']",https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7601977/7601977_h264_512_288_514kb_baseline_de_514.mp4,https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7601977/7601977.srt
https://www.bundestag.de/mediathek?videoid=7358575#url=L21lZGlhdGhla292ZXJsYXk=&mod=mod536668,"5. Juni 2019 
Menschenrechtsbericht der Regierung stößt auf geteiltes Echo 5. Juni 2019",2019-06-05,"['https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7358575/7358575_h264_1920_1080_5000kb_baseline_de_5000.mp4?fdl=1', 'https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7358575/7358575_h264_720_400_2000kb_baseline_de_2192.mp4?fdl=1', 'https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7358575/7358575_h264_512_288_514kb_baseline_de_514.mp4?fdl=1']",https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7358575/7358575_h264_512_288_514kb_baseline_de_514.mp4,
https://www.bundestag.de/mediathek?videoid=7397571#url=L21lZGlhdGhla292ZXJsYXk=&mod=mod536668,"4. November 2019 
Über Ergebnisse der Datenethik-Kommission berichtet 4. November 2019",2019-11-04,"['https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7397571/7397571_h264_1920_1080_5000kb_baseline_de_5000.mp4?fdl=1', 'https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7397571/7397571_h264_720_400_2000kb_baseline_de_2192.mp4?fdl=1', 'https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7397571/7397571_h264_512_288_514kb_baseline_de_514.mp4?fdl=1']",https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/7397571/7397571_h264_512_288_514kb_baseline_de_514.mp4,
