Date,Year,Month,Day,URL,Legislation
2005-07-01 00:00:00,2005,Jūlijs,1,https://www.saeima.lv/lv/transcripts/view/550,7
2004-09-01 00:00:00,2004,Septembris,1,https://www.saeima.lv/lv/transcripts/view/549,7
2002-01-17 00:00:00,2002,Janvāris,17,https://www.saeima.lv/lv/transcripts/view/738,7
2002-01-24 00:00:00,2002,Janvāris,24,https://www.saeima.lv/lv/transcripts/view/747,7
2002-01-31 00:00:00,2002,Janvāris,31,https://www.saeima.lv/lv/transcripts/view/755,7
2002-02-07 00:00:00,2002,Februāris,7,https://www.saeima.lv/lv/transcripts/view/722,7
2002-02-13 00:00:00,2002,Februāris,13,https://www.saeima.lv/lv/transcripts/view/731,7
2002-02-14 00:00:00,2002,Februāris,14,https://www.saeima.lv/lv/transcripts/view/734,7
2002-02-21 00:00:00,2002,Februāris,21,https://www.saeima.lv/lv/transcripts/view/744,7
2002-02-28 00:00:00,2002,Februāris,28,https://www.saeima.lv/lv/transcripts/view/752,7
2002-03-06 00:00:00,2002,Marts,6,https://www.saeima.lv/lv/transcripts/view/719,7
2002-03-07 00:00:00,2002,Marts,7,https://www.saeima.lv/lv/transcripts/view/723,7
2002-03-14 00:00:00,2002,Marts,14,https://www.saeima.lv/lv/transcripts/view/735,7
2002-03-20 00:00:00,2002,Marts,20,https://www.saeima.lv/lv/transcripts/view/742,7
2002-03-21 00:00:00,2002,Marts,21,https://www.saeima.lv/lv/transcripts/view/745,7
2002-04-10 00:00:00,2002,Aprīlis,10,https://www.saeima.lv/lv/transcripts/view/727,7
2002-04-10 00:00:00,2002,Aprīlis,10,https://www.saeima.lv/lv/transcripts/view/726,7
2002-04-11 00:00:00,2002,Aprīlis,11,https://www.saeima.lv/lv/transcripts/view/729,7
2002-04-18 00:00:00,2002,Aprīlis,18,https://www.saeima.lv/lv/transcripts/view/740,7
2002-04-25 00:00:00,2002,Aprīlis,25,https://www.saeima.lv/lv/transcripts/view/749,7
2002-04-30 00:00:00,2002,Aprīlis,30,https://www.saeima.lv/lv/transcripts/view/753,7
2002-05-02 00:00:00,2002,Maijs,2,https://www.saeima.lv/lv/transcripts/view/716,7
2002-05-04 00:00:00,2002,Maijs,4,https://www.saeima.lv/lv/transcripts/view/712,7
2002-05-09 00:00:00,2002,Maijs,9,https://www.saeima.lv/lv/transcripts/view/724,7
2002-05-15 00:00:00,2002,Maijs,15,https://www.saeima.lv/lv/transcripts/view/736,7
2002-05-16 00:00:00,2002,Maijs,16,https://www.saeima.lv/lv/transcripts/view/737,7
2002-05-22 00:00:00,2002,Maijs,22,https://www.saeima.lv/lv/transcripts/view/713,7
2002-05-22 00:00:00,2002,Maijs,22,https://www.saeima.lv/lv/transcripts/view/746,7
2002-05-23 00:00:00,2002,Maijs,23,https://www.saeima.lv/lv/transcripts/view/714,7
2002-05-28 00:00:00,2002,Maijs,28,https://www.saeima.lv/lv/transcripts/view/715,7
2002-05-30 00:00:00,2002,Maijs,30,https://www.saeima.lv/lv/transcripts/view/754,7
2002-06-05 00:00:00,2002,Jūnijs,5,https://www.saeima.lv/lv/transcripts/view/717,7
2002-06-06 00:00:00,2002,Jūnijs,6,https://www.saeima.lv/lv/transcripts/view/720,7
2002-06-06 00:00:00,2002,Jūnijs,6,https://www.saeima.lv/lv/transcripts/view/721,7
2002-06-13 00:00:00,2002,Jūnijs,13,https://www.saeima.lv/lv/transcripts/view/733,7
2002-06-13 00:00:00,2002,Jūnijs,13,https://www.saeima.lv/lv/transcripts/view/732,7
2002-06-20 00:00:00,2002,Jūnijs,20,https://www.saeima.lv/lv/transcripts/view/743,7
2002-06-27 00:00:00,2002,Jūnijs,27,https://www.saeima.lv/lv/transcripts/view/751,7
2002-09-05 00:00:00,2002,Septembris,5,https://www.saeima.lv/lv/transcripts/view/718,7
2002-09-12 00:00:00,2002,Septembris,12,https://www.saeima.lv/lv/transcripts/view/730,7
2002-09-19 00:00:00,2002,Septembris,19,https://www.saeima.lv/lv/transcripts/view/741,7
2002-09-26 00:00:00,2002,Septembris,26,https://www.saeima.lv/lv/transcripts/view/750,7
2002-10-09 00:00:00,2002,Oktobris,9,https://www.saeima.lv/lv/transcripts/view/725,7
2002-10-10 00:00:00,2002,Oktobris,10,https://www.saeima.lv/lv/transcripts/view/728,7
2002-10-17 00:00:00,2002,Oktobris,17,https://www.saeima.lv/lv/transcripts/view/739,7
2002-10-24 00:00:00,2002,Oktobris,24,https://www.saeima.lv/lv/transcripts/view/748,7
2002-10-31 00:00:00,2002,Oktobris,31,https://www.saeima.lv/lv/transcripts/view/756,7
2001-01-18 00:00:00,2001,Janvāris,18,https://www.saeima.lv/lv/transcripts/view/665,7
2001-01-20 00:00:00,2001,Janvāris,20,https://www.saeima.lv/lv/transcripts/view/666,7
2001-01-25 00:00:00,2001,Janvāris,25,https://www.saeima.lv/lv/transcripts/view/668,7
2001-02-01 00:00:00,2001,Februāris,1,https://www.saeima.lv/lv/transcripts/view/662,7
2001-02-08 00:00:00,2001,Februāris,8,https://www.saeima.lv/lv/transcripts/view/663,7
2001-02-15 00:00:00,2001,Februāris,15,https://www.saeima.lv/lv/transcripts/view/664,7
2001-02-22 00:00:00,2001,Februāris,22,https://www.saeima.lv/lv/transcripts/view/667,7
2001-03-01 00:00:00,2001,Marts,1,https://www.saeima.lv/lv/transcripts/view/673,7
2001-03-08 00:00:00,2001,Marts,8,https://www.saeima.lv/lv/transcripts/view/685,7
2001-03-15 00:00:00,2001,Marts,15,https://www.saeima.lv/lv/transcripts/view/693,7
2001-03-22 00:00:00,2001,Marts,22,https://www.saeima.lv/lv/transcripts/view/701,7
2001-03-29 00:00:00,2001,Marts,29,https://www.saeima.lv/lv/transcripts/view/709,7
2001-04-04 00:00:00,2001,Aprīlis,4,https://www.saeima.lv/lv/transcripts/view/676,7
2001-04-05 00:00:00,2001,Aprīlis,5,https://www.saeima.lv/lv/transcripts/view/679,7
2001-04-26 00:00:00,2001,Aprīlis,26,https://www.saeima.lv/lv/transcripts/view/705,7
2001-05-03 00:00:00,2001,Maijs,3,https://www.saeima.lv/lv/transcripts/view/675,7
2001-05-04 00:00:00,2001,Maijs,4,https://www.saeima.lv/lv/transcripts/view/669,7
2001-05-04 00:00:00,2001,Maijs,4,https://www.saeima.lv/lv/transcripts/view/677,7
2001-05-10 00:00:00,2001,Maijs,10,https://www.saeima.lv/lv/transcripts/view/687,7
2001-05-17 00:00:00,2001,Maijs,17,https://www.saeima.lv/lv/transcripts/view/694,7
2001-05-24 00:00:00,2001,Maijs,24,https://www.saeima.lv/lv/transcripts/view/703,7
2001-05-30 00:00:00,2001,Maijs,30,https://www.saeima.lv/lv/transcripts/view/711,7
2001-06-06 00:00:00,2001,Jūnijs,6,https://www.saeima.lv/lv/transcripts/view/681,7
2001-06-07 00:00:00,2001,Jūnijs,7,https://www.saeima.lv/lv/transcripts/view/684,7
2001-06-13 00:00:00,2001,Jūnijs,13,https://www.saeima.lv/lv/transcripts/view/689,7
2001-06-14 00:00:00,2001,Jūnijs,14,https://www.saeima.lv/lv/transcripts/view/692,7
2001-06-20 00:00:00,2001,Jūnijs,20,https://www.saeima.lv/lv/transcripts/view/696,7
2001-06-21 00:00:00,2001,Jūnijs,21,https://www.saeima.lv/lv/transcripts/view/700,7
2001-06-21 00:00:00,2001,Jūnijs,21,https://www.saeima.lv/lv/transcripts/view/699,7
2001-06-26 00:00:00,2001,Jūnijs,26,https://www.saeima.lv/lv/transcripts/view/706,7
2001-07-05 00:00:00,2001,Jūlijs,5,https://www.saeima.lv/lv/transcripts/view/680,7
2001-07-27 00:00:00,2001,Jūlijs,27,https://www.saeima.lv/lv/transcripts/view/707,7
2001-08-21 00:00:00,2001,Augusts,21,https://www.saeima.lv/lv/transcripts/view/671,7
2001-09-06 00:00:00,2001,Septembris,6,https://www.saeima.lv/lv/transcripts/view/682,7
2001-09-13 00:00:00,2001,Septembris,13,https://www.saeima.lv/lv/transcripts/view/690,7
2001-09-20 00:00:00,2001,Septembris,20,https://www.saeima.lv/lv/transcripts/view/697,7
2001-09-27 00:00:00,2001,Septembris,27,https://www.saeima.lv/lv/transcripts/view/708,7
2001-10-04 00:00:00,2001,Oktobris,4,https://www.saeima.lv/lv/transcripts/view/678,7
2001-10-11 00:00:00,2001,Oktobris,11,https://www.saeima.lv/lv/transcripts/view/688,7
2001-10-18 00:00:00,2001,Oktobris,18,https://www.saeima.lv/lv/transcripts/view/695,7
2001-10-25 00:00:00,2001,Oktobris,25,https://www.saeima.lv/lv/transcripts/view/704,7
2001-11-01 00:00:00,2001,Novembris,1,https://www.saeima.lv/lv/transcripts/view/674,7
2001-11-08 00:00:00,2001,Novembris,8,https://www.saeima.lv/lv/transcripts/view/686,7
2001-11-15 00:00:00,2001,Novembris,15,https://www.saeima.lv/lv/transcripts/view/672,7
2001-11-18 00:00:00,2001,Novembris,18,https://www.saeima.lv/lv/transcripts/view/670,7
2001-11-22 00:00:00,2001,Novembris,22,https://www.saeima.lv/lv/transcripts/view/702,7
2001-11-29 00:00:00,2001,Novembris,29,https://www.saeima.lv/lv/transcripts/view/710,7
2001-12-06 00:00:00,2001,Decembris,6,https://www.saeima.lv/lv/transcripts/view/683,7
2001-12-13 00:00:00,2001,Decembris,13,https://www.saeima.lv/lv/transcripts/view/691,7
2001-12-20 00:00:00,2001,Decembris,20,https://www.saeima.lv/lv/transcripts/view/698,7
2000-01-13 00:00:00,2000,Janvāris,13,https://www.saeima.lv/lv/transcripts/view/634,7
2000-01-20 00:00:00,2000,Janvāris,20,https://www.saeima.lv/lv/transcripts/view/647,7
2000-01-27 00:00:00,2000,Janvāris,27,https://www.saeima.lv/lv/transcripts/view/656,7
2000-02-03 00:00:00,2000,Februāris,3,https://www.saeima.lv/lv/transcripts/view/618,7
2000-02-09 00:00:00,2000,Februāris,9,https://www.saeima.lv/lv/transcripts/view/627,7
2000-02-10 00:00:00,2000,Februāris,10,https://www.saeima.lv/lv/transcripts/view/630,7
2000-02-17 00:00:00,2000,Februāris,17,https://www.saeima.lv/lv/transcripts/view/641,7
2000-02-23 00:00:00,2000,Februāris,23,https://www.saeima.lv/lv/transcripts/view/661,7
2000-02-24 00:00:00,2000,Februāris,24,https://www.saeima.lv/lv/transcripts/view/653,7
2000-03-02 00:00:00,2000,Marts,2,https://www.saeima.lv/lv/transcripts/view/616,7
2000-03-09 00:00:00,2000,Marts,9,https://www.saeima.lv/lv/transcripts/view/628,7
2000-03-16 00:00:00,2000,Marts,16,https://www.saeima.lv/lv/transcripts/view/639,7
2000-03-23 00:00:00,2000,Marts,23,https://www.saeima.lv/lv/transcripts/view/651,7
2000-03-30 00:00:00,2000,Marts,30,https://www.saeima.lv/lv/transcripts/view/659,7
2000-04-06 00:00:00,2000,Aprīlis,6,https://www.saeima.lv/lv/transcripts/view/623,7
2000-04-11 00:00:00,2000,Aprīlis,11,https://www.saeima.lv/lv/transcripts/view/631,7
2000-04-13 00:00:00,2000,Aprīlis,13,https://www.saeima.lv/lv/transcripts/view/635,7
2000-05-04 00:00:00,2000,Maijs,4,https://www.saeima.lv/lv/transcripts/view/620,7
2000-05-05 00:00:00,2000,Maijs,5,https://www.saeima.lv/lv/transcripts/view/621,7
2000-05-11 00:00:00,2000,Maijs,11,https://www.saeima.lv/lv/transcripts/view/632,7
2000-05-18 00:00:00,2000,Maijs,18,https://www.saeima.lv/lv/transcripts/view/643,7
2000-05-25 00:00:00,2000,Maijs,25,https://www.saeima.lv/lv/transcripts/view/654,7
2000-06-01 00:00:00,2000,Jūnijs,1,https://www.saeima.lv/lv/transcripts/view/615,7
2000-06-08 00:00:00,2000,Jūnijs,8,https://www.saeima.lv/lv/transcripts/view/626,7
2000-06-15 00:00:00,2000,Jūnijs,15,https://www.saeima.lv/lv/transcripts/view/638,7
2000-06-19 00:00:00,2000,Jūnijs,19,https://www.saeima.lv/lv/transcripts/view/645,7
2000-06-20 00:00:00,2000,Jūnijs,20,https://www.saeima.lv/lv/transcripts/view/648,7
2000-07-17 00:00:00,2000,Jūlijs,17,https://www.saeima.lv/lv/transcripts/view/642,7
2000-08-03 00:00:00,2000,Augusts,3,https://www.saeima.lv/lv/transcripts/view/619,7
2000-09-07 00:00:00,2000,Septembris,7,https://www.saeima.lv/lv/transcripts/view/624,7
2000-09-14 00:00:00,2000,Septembris,14,https://www.saeima.lv/lv/transcripts/view/636,7
2000-09-21 00:00:00,2000,Septembris,21,https://www.saeima.lv/lv/transcripts/view/649,7
2000-09-28 00:00:00,2000,Septembris,28,https://www.saeima.lv/lv/transcripts/view/657,7
2000-10-05 00:00:00,2000,Oktobris,5,https://www.saeima.lv/lv/transcripts/view/622,7
2000-10-12 00:00:00,2000,Oktobris,12,https://www.saeima.lv/lv/transcripts/view/633,7
2000-10-19 00:00:00,2000,Oktobris,19,https://www.saeima.lv/lv/transcripts/view/646,7
2000-10-26 00:00:00,2000,Oktobris,26,https://www.saeima.lv/lv/transcripts/view/655,7
2000-11-02 00:00:00,2000,Novembris,2,https://www.saeima.lv/lv/transcripts/view/617,7
2000-11-09 00:00:00,2000,Novembris,9,https://www.saeima.lv/lv/transcripts/view/629,7
2000-11-16 00:00:00,2000,Novembris,16,https://www.saeima.lv/lv/transcripts/view/640,7
2000-11-18 00:00:00,2000,Novembris,18,https://www.saeima.lv/lv/transcripts/view/644,7
2000-11-23 00:00:00,2000,Novembris,23,https://www.saeima.lv/lv/transcripts/view/652,7
2000-11-30 00:00:00,2000,Novembris,30,https://www.saeima.lv/lv/transcripts/view/660,7
2000-12-07 00:00:00,2000,Decembris,7,https://www.saeima.lv/lv/transcripts/view/625,7
2000-12-14 00:00:00,2000,Decembris,14,https://www.saeima.lv/lv/transcripts/view/637,7
2000-12-21 00:00:00,2000,Decembris,21,https://www.saeima.lv/lv/transcripts/view/650,7
2000-12-29 00:00:00,2000,Decembris,29,https://www.saeima.lv/lv/transcripts/view/658,7
1999-01-14 00:00:00,1999,Janvāris,14,https://www.saeima.lv/lv/transcripts/view/585,7
1999-01-21 00:00:00,1999,Janvāris,21,https://www.saeima.lv/lv/transcripts/view/601,7
1999-01-28 00:00:00,1999,Janvāris,28,https://www.saeima.lv/lv/transcripts/view/609,7
1999-02-04 00:00:00,1999,Februāris,4,https://www.saeima.lv/lv/transcripts/view/565,7
1999-02-11 00:00:00,1999,Februāris,11,https://www.saeima.lv/lv/transcripts/view/581,7
1999-02-18 00:00:00,1999,Februāris,18,https://www.saeima.lv/lv/transcripts/view/596,7
1999-02-25 00:00:00,1999,Februāris,25,https://www.saeima.lv/lv/transcripts/view/605,7
1999-03-04 00:00:00,1999,Marts,4,https://www.saeima.lv/lv/transcripts/view/566,7
1999-03-11 00:00:00,1999,Marts,11,https://www.saeima.lv/lv/transcripts/view/582,7
1999-03-18 00:00:00,1999,Marts,18,https://www.saeima.lv/lv/transcripts/view/597,7
1999-04-15 00:00:00,1999,Aprīlis,15,https://www.saeima.lv/lv/transcripts/view/587,7
1999-04-22 00:00:00,1999,Aprīlis,22,https://www.saeima.lv/lv/transcripts/view/603,7
1999-04-29 00:00:00,1999,Aprīlis,29,https://www.saeima.lv/lv/transcripts/view/611,7
1999-05-04 00:00:00,1999,Maijs,4,https://www.saeima.lv/lv/transcripts/view/567,7
1999-05-06 00:00:00,1999,Maijs,6,https://www.saeima.lv/lv/transcripts/view/571,7
1999-05-13 00:00:00,1999,Maijs,13,https://www.saeima.lv/lv/transcripts/view/584,7
1999-05-20 00:00:00,1999,Maijs,20,https://www.saeima.lv/lv/transcripts/view/599,7
1999-05-27 00:00:00,1999,Maijs,27,https://www.saeima.lv/lv/transcripts/view/608,7
1999-06-03 00:00:00,1999,Jūnijs,3,https://www.saeima.lv/lv/transcripts/view/564,7
1999-06-10 00:00:00,1999,Jūnijs,10,https://www.saeima.lv/lv/transcripts/view/580,7
1999-06-16 00:00:00,1999,Jūnijs,16,https://www.saeima.lv/lv/transcripts/view/588,7
1999-06-16 00:00:00,1999,Jūnijs,16,https://www.saeima.lv/lv/transcripts/view/558,7
1999-06-17 00:00:00,1999,Jūnijs,17,https://www.saeima.lv/lv/transcripts/view/595,7
1999-06-17 00:00:00,1999,Jūnijs,17,https://www.saeima.lv/lv/transcripts/view/559,7
1999-06-17 00:00:00,1999,Jūnijs,17,https://www.saeima.lv/lv/transcripts/view/560,7
1999-07-08 00:00:00,1999,Jūlijs,8,https://www.saeima.lv/lv/transcripts/view/573,7
1999-07-08 00:00:00,1999,Jūlijs,8,https://www.saeima.lv/lv/transcripts/view/577,7
1999-07-08 00:00:00,1999,Jūlijs,8,https://www.saeima.lv/lv/transcripts/view/576,7
1999-07-08 00:00:00,1999,Jūlijs,8,https://www.saeima.lv/lv/transcripts/view/574,7
1999-07-08 00:00:00,1999,Jūlijs,8,https://www.saeima.lv/lv/transcripts/view/575,7
1999-07-16 00:00:00,1999,Jūlijs,16,https://www.saeima.lv/lv/transcripts/view/591,7
1999-07-16 00:00:00,1999,Jūlijs,16,https://www.saeima.lv/lv/transcripts/view/590,7
1999-07-16 00:00:00,1999,Jūlijs,16,https://www.saeima.lv/lv/transcripts/view/589,7
1999-07-29 00:00:00,1999,Jūlijs,29,https://www.saeima.lv/lv/transcripts/view/613,7
1999-07-29 00:00:00,1999,Jūlijs,29,https://www.saeima.lv/lv/transcripts/view/612,7
1999-08-05 00:00:00,1999,Augusts,5,https://www.saeima.lv/lv/transcripts/view/570,7
1999-08-26 00:00:00,1999,Augusts,26,https://www.saeima.lv/lv/transcripts/view/607,7
1999-09-01 00:00:00,1999,Septembris,1,https://www.saeima.lv/lv/transcripts/view/548,7
1999-09-02 00:00:00,1999,Septembris,2,https://www.saeima.lv/lv/transcripts/view/562,7
1999-09-09 00:00:00,1999,Septembris,9,https://www.saeima.lv/lv/transcripts/view/578,7
1999-09-16 00:00:00,1999,Septembris,16,https://www.saeima.lv/lv/transcripts/view/593,7
1999-09-16 00:00:00,1999,Septembris,16,https://www.saeima.lv/lv/transcripts/view/592,7
1999-09-23 00:00:00,1999,Septembris,23,https://www.saeima.lv/lv/transcripts/view/604,7
1999-09-30 00:00:00,1999,Septembris,30,https://www.saeima.lv/lv/transcripts/view/614,7
1999-10-04 00:00:00,1999,Oktobris,4,https://www.saeima.lv/lv/transcripts/view/568,7
1999-10-07 00:00:00,1999,Oktobris,7,https://www.saeima.lv/lv/transcripts/view/572,7
1999-10-14 00:00:00,1999,Oktobris,14,https://www.saeima.lv/lv/transcripts/view/586,7
1999-10-21 00:00:00,1999,Oktobris,21,https://www.saeima.lv/lv/transcripts/view/602,7
