video_id,mp3_link,docx_link,doc_link
11_300_12012011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 300 12-01-2011 1800hrs.mp3,,https://parlament.mt/media/35617/20110112_300d_par.doc
11_301_17012011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 301 17-01-2011 1800hrs.mp3,,https://parlament.mt/media/35613/20110117_301d_par.doc
11_302_18012011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 302 18-01-2011 1800hrs.mp3,,https://parlament.mt/media/35609/20110118_302d_par.doc
11_303_19012011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 303 19-01-2011 1800hrs.mp3,,https://parlament.mt/media/35605/20110119_303d_par.doc
11_304_24012011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 304 24-01-2011 1800hrs.mp3,,https://parlament.mt/media/35602/20110124_304d_par.doc
11_305_25012011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 305 25-01-2011 1800hrs.mp3,,https://parlament.mt/media/35598/20110125_305d_par.doc
11_306_26012011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 306 26-01-2011 1800hrs.mp3,,https://parlament.mt/media/35594/20110126_306d_par.doc
11_307_31012011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 307 31-01-2011 1800hrs.mp3,,https://parlament.mt/media/35590/20110131_307d_par.doc
11_308_01022011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 308 01-02-2011 1800hrs.mp3,,https://parlament.mt/media/35586/20110201_308d_par.doc
11_309_02022011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 309 02-02-2011 1800hrs.mp3,,https://parlament.mt/media/35582/20110202_309d_par.doc
11_310_07022011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 310 07-02-2011 1800hrs.mp3,,https://parlament.mt/media/35578/20110207_310d_par.doc
11_311_08022011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 311 08-02-2011 1800hrs.mp3,,https://parlament.mt/media/35574/20110208_311d_par.doc
11_312_09022011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 312 09-02-2011 1800hrs.mp3,,https://parlament.mt/media/35570/20110209_312d_par.doc
11_313_14022011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 313 14-02-2011 1800hrs.mp3,,https://parlament.mt/media/35566/20110214_313d_par.doc
11_314_15022011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 314 15-02-2011 1800hrs.mp3,,https://parlament.mt/media/35562/20110215_314d_par.doc
11_315_16022011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 315 16-02-2011 0930hrs.mp3,,https://parlament.mt/media/35558/20110216_315d_par.doc
11_316_21022011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 316 21-02-2011 1800hrs.mp3,,https://parlament.mt/media/35554/20110221_316d_par.doc
11_317_22022011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 317 22-02-2011 1800hrs.mp3,,https://parlament.mt/media/35550/20110222_317d_par.doc
11_318_23022011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 318 23-02-2011 1800hrs.mp3,,https://parlament.mt/media/35546/20110223_318d_par.doc
11_319_28022011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 319 28-02-2011 1800hrs.mp3,,https://parlament.mt/media/35542/20110228_319d_par.doc
11_320_01032011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 320 01-03-2011 1800hrs.mp3,,https://parlament.mt/media/35538/20110301_320d_par.doc
11_321_02032011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 321 02-03-2011 1800hrs.mp3,,https://parlament.mt/media/35534/20110302_321d_par.doc
11_322_07032011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 322 07-03-2011 1800hrs.mp3,,https://parlament.mt/media/35530/20110307_322d_par.doc
11_323_08032011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 323 08-03-2011 1800hrs.mp3,,https://parlament.mt/media/35526/20110308_323d_par.doc
11_324_09032011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 324 09-03-2011 1800hrs.mp3,,https://parlament.mt/media/35522/20110309_324d_par.doc
11_325_14032011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 325 14-03-2011 1800hrs.mp3,,https://parlament.mt/media/35518/20110314_325d_par.doc
11_326_15032011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 326 15-03-2011 0900hrs.mp3,,https://parlament.mt/media/35516/20110315_326d_par.doc
11_327_15032011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 327 15-03-2011 1800hrs.mp3,,https://parlament.mt/media/35512/20110315_327d_par.doc
11_328_16032011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 328 16-03-2011 0900hrs.mp3,,https://parlament.mt/media/35508/20110316_328d_par.doc
11_329_21032011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 329 21-03-2011 1800hrs.mp3,,https://parlament.mt/media/35504/20110321_329d_par.doc
11_330_22032011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 330 22-03-2011 1800hrs.mp3,,https://parlament.mt/media/35500/20110322_330d_par.doc
11_331_23032011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 331 23-03-2011 1800hrs.mp3,,https://parlament.mt/media/35496/20110323_331d_par.doc
11_332_28032011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 332 28-03-2011 1800hrs.mp3,,https://parlament.mt/media/35492/20110328_332d_par.doc
11_333_29032011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 333 29-03-2011 1800hrs.mp3,,https://parlament.mt/media/35488/20110329_333d_par.doc
11_334_04042011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 334 04-04-2011 1800hrs.mp3,,https://parlament.mt/media/35484/20110404_334d_par.doc
11_335_05042011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 335 05-04-2011 1800hrs.mp3,,https://parlament.mt/media/35480/20110405_335d_par.doc
11_336_06042011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 336 06-04-2011 1800hrs.mp3,,https://parlament.mt/media/35476/20110406_336d_par.doc
11_337_11042011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 337 11-04-2011 1800hrs.mp3,,https://parlament.mt/media/35472/20110411_337d_par.doc
11_338_12042011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 338 12-04-2011 1800hrs.mp3,,https://parlament.mt/media/35468/20110412_338d_par.doc
11_339_13042011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 339 13-04-2011 1800hrs.mp3,,https://parlament.mt/media/35464/20110413_339d_par.doc
11_340_02052011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 340 02-05-2011 1800hrs.mp3,,https://parlament.mt/media/35460/20110502_340d_par.doc
11_341_03052011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 341 03-05-2011 1800hrs.mp3,,https://parlament.mt/media/35456/20110503_341d_par.doc
11_342_04052011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 342 04-05-2011 1800hrs.mp3,,https://parlament.mt/media/35452/20110504_342d_par.doc
11_343_09052011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 343 09-05-2011 1800hrs.mp3,,https://parlament.mt/media/35448/20110509_343d_par.doc
11_344_10052011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 344 10-05-2011 1800hrs.mp3,,https://parlament.mt/media/35444/20110510_344d_par.doc
11_345_11052011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 345 11-05-2011 1800hrs.mp3,,https://parlament.mt/media/35440/20110511_345d_par.doc
11_346_16052011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 346 16-05-2011 1800hrs.mp3,,https://parlament.mt/media/35436/20110516_346d_par.doc
11_347_17052011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 347 17-05-2011 1800hrs.mp3,,https://parlament.mt/media/35432/20110517_347d_par.doc
11_348_18052011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 348 18-05-2011 1800hrs.mp3,,https://parlament.mt/media/35428/20110518_348d_par.doc
11_349_23052011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 349 23-05-2011 1800hrs.mp3,,https://parlament.mt/media/35424/20110523_349d_par.doc
11_350_24052011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 350 24-05-2011 1800hrs.mp3,,https://parlament.mt/media/35420/20110524_350d_par.doc
11_351_30052011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 351 30-05-2011 1000hrs.mp3,,https://parlament.mt/media/35417/20110530_351d_par.doc
11_352_30052011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 352 30-05-2011 1800hrs.mp3,,https://parlament.mt/media/35413/20110530_352d_par.doc
11_353_31052011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 353 31-05-2011 1000hrs.mp3,,https://parlament.mt/media/35410/20110531_353d_par.doc
11_354_31052011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 354 31-05-2011 1800hrs.mp3,,https://parlament.mt/media/35406/20110531_354d_par.doc
11_355_01062011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 355 01-06-2011 1000hrs.mp3,,https://parlament.mt/media/35403/20110601_355d_par.doc
11_356_01062011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 356 01-06-2011 1800hrs.mp3,,https://parlament.mt/media/35399/20110601_356d_par.doc
11_357_02062011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 357 02-06-2011 1000hrs.mp3,,https://parlament.mt/media/35396/20110602_357d_par.doc
11_358_02062011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 358 02-06-2011 1800hrs.mp3,,https://parlament.mt/media/35392/20110602_358d_par.doc
11_359_06062011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 359 06-06-2011 1800hrs.mp3,,https://parlament.mt/media/35388/20110606_359d_par.doc
11_360_08062011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 360 08-06-2011 1800hrs.mp3,,https://parlament.mt/media/35384/20110608_360d_par.doc
11_361_10062011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 361 10-06-2011 1800hrs.mp3,,https://parlament.mt/media/35381/20110610_361d_par.doc
11_362_11062011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 362 11-06-2011 1000hrs.mp3,,https://parlament.mt/media/35378/20110611_362d_par.doc
11_363_13062011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 363 13-06-2011 1000hrs.mp3,,https://parlament.mt/media/35375/20110613_363d_par.doc
11_364_13062011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 364 13-06-2011 1800hrs.mp3,,https://parlament.mt/media/35371/20110613_364d_par.doc
11_365_14062011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 365 14-06-2011 1800hrs.mp3,,https://parlament.mt/media/35367/20110614_365d_par.doc
11_366_15062011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 366 15-06-2011 1800hrs.mp3,,https://parlament.mt/media/35363/20110615_366d_par.doc
11_367_16062011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 367 16-06-2011 1830hrs.mp3,,https://parlament.mt/media/35360/20110616_367d_par.doc
11_368_20062011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 368 20-06-2011 1000hrs.mp3,,https://parlament.mt/media/35357/20110620_368d_par.doc
11_369_20062011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 369 20-06-2011 1800hrs.mp3,,https://parlament.mt/media/35353/20110620_369d_par.doc
11_370_21062011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 370 21-06-2011 1000hrs.mp3,,https://parlament.mt/media/35350/20110621_370d_par.doc
11_371_21062011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 371 21-06-2011 1800hrs.mp3,,https://parlament.mt/media/35346/20110621_371d_par.doc
11_372_27062011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 372 27-06-2011 1000hrs.mp3,,https://parlament.mt/media/35343/20110627_372d_par.doc
11_373_27062011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 373 27-06-2011 1800hrs.mp3,,https://parlament.mt/media/35339/20110627_373d_par.doc
11_374_28062011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 374 28-06-2011 1000hrs.mp3,,https://parlament.mt/media/35336/20110628_374d_par.doc
11_375_28062011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 375 28-06-2011 1800hrs.mp3,,https://parlament.mt/media/35332/20110628_375d_par.doc
11_376_04072011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 376 04-07-2011 1730hrs.mp3,,https://parlament.mt/media/35328/20110704_376d_par.doc
11_377_05072011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 377 05-07-2011 1700hrs.mp3,,https://parlament.mt/media/35324/20110705_377d_par.doc
11_378_06072011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 378 06-07-2011 1800hrs.mp3,,https://parlament.mt/media/35320/20110706_378d_par.doc
11_379_07072011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 379 07-07-2011 1800hrs.mp3,,https://parlament.mt/media/35317/20110707_379d_par.doc
11_380_08072011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 380 08-07-2011 1700hrs.mp3,,https://parlament.mt/media/35314/20110708_380d_par.doc
11_381_11072011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 381 11-07-2011 1630hrs.mp3,,https://parlament.mt/media/35310/20110711_381d_par.doc
11_382_12072011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 382 12-07-2011 1800hrs.mp3,,https://parlament.mt/media/35306/20110712_382d_par.doc
11_383_13072011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 383 13-07-2011 0900hrs.mp3,,https://parlament.mt/media/35302/20110713_383d_par.doc
11_384_19072011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 384 19-07-2011 1800hrs.mp3,,https://parlament.mt/media/35299/20110719_384d_par.doc
11_385_25072011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 385 25-07-2011 0900hrs.mp3,,https://parlament.mt/media/35295/20110725_385d_par.doc
11_386_25072011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 386 25-07-2011 1030hrs.mp3,,https://parlament.mt/media/35292/20110725_386d_par.doc
11_387_03102011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 387 03-10-2011 1800hrs.mp3,,https://parlament.mt/media/35288/20111003_387d_par.doc
11_388_04102011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 388 04-10-2011 1800hrs.mp3,,https://parlament.mt/media/35284/20111004_388d_par.doc
11_389_05102011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 389 05-10-2011 1800hrs.mp3,,https://parlament.mt/media/35280/20111005_389d_par.doc
11_390_10102011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 390 10-10-2011 1800hrs.mp3,,https://parlament.mt/media/35276/20111010_390d_par.doc
11_391_11102011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 391 11-10-2011 1800hrs.mp3,,https://parlament.mt/media/35272/20111011_391d_par.doc
11_392_12102011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 392 12-10-2011 1800hrs.mp3,,https://parlament.mt/media/35268/20111012_392d_par.doc
11_393_17102011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 393 17-10-2011 1800hrs.mp3,,https://parlament.mt/media/35264/20111017_393d_par.doc
11_394_18102011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 394 18-10-2011 1800hrs.mp3,,https://parlament.mt/media/35260/20111018_394d_par.doc
11_395_19102011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 395 19-10-2011 1800hrs.mp3,,https://parlament.mt/media/35256/20111019_395d_par.doc
11_396_24102011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 396 24-10-2011 1800hrs.mp3,,https://parlament.mt/media/35252/20111024_396d_par.doc
11_397_25102011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 397 25-10-2011 1800hrs.mp3,,https://parlament.mt/media/35248/20111025_397d_par.doc
11_398_26102011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 398 26-10-2011 1800hrs.mp3,,https://parlament.mt/media/35244/20111026_398d_par.doc
11_399_31102011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 399 31-10-2011 1730hrs.mp3,,https://parlament.mt/media/35240/20111031_399d_par.doc
11_400_01112011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 400 01-11-2011 1800hrs.mp3,,https://parlament.mt/media/35236/20111101_400d_par.doc
11_401_02112011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 401 02-11-2011 1800hrs.mp3,,https://parlament.mt/media/35233/20111102_401d_par.doc
11_402_04112011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 402 04-11-2011 0900hrs.mp3,,https://parlament.mt/media/35229/20111104_402d_par.doc
11_403_04112011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 403 04-11-2011 2021hrs.mp3,,https://parlament.mt/media/35226/20111104_403d_par.doc
11_404_07112011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 404 07-11-2011 1800hrs.mp3,,https://parlament.mt/media/35222/20111107_404d_par.doc
11_405_08112011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 405 08-11-2011 1800hrs.mp3,,https://parlament.mt/media/35218/20111108_405d_par.doc
11_406_09112011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 406 09-11-2011 1800hrs.mp3,,https://parlament.mt/media/35214/20111109_406d_par.doc
11_407_14112011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 407 14-11-2011 1800hrs.mp3,,https://parlament.mt/media/35210/20111114_407d_par.doc
11_408_15112011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 408 15-11-2011 1800hrs.mp3,,https://parlament.mt/media/35206/20111115_408d_par.doc
11_409_16112011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 409 16-11-2011 1800hrs.mp3,,https://parlament.mt/media/35202/20111116_409d_par.doc
11_410_21112011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 410 21-11-2011 1800hrs.mp3,,https://parlament.mt/media/35198/20111121_410d_par.doc
11_411_22112011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 411 22-11-2011 1800hrs.mp3,,https://parlament.mt/media/35194/20111122_411d_par.doc
11_412_23112011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 412 23-11-2011 1800hrs.mp3,,https://parlament.mt/media/35190/20111123_412d_par.doc
11_413_28112011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 413 28-11-2011 0900hrs.mp3,,https://parlament.mt/media/35186/20111128_413d_par.doc
11_414_28112011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 414 28-11-2011 1800hrs.mp3,,https://parlament.mt/media/35182/20111128_414d_par.doc
11_415_29112011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 415 29-11-2011 0900hrs.mp3,,https://parlament.mt/media/35178/20111129_415d_par.doc
11_416_29112011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 416 29-11-2011 1800hrs.mp3,,https://parlament.mt/media/35174/20111129_416d_par.doc
11_417_30112011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 417 30-11-2011 0900hrs.mp3,,https://parlament.mt/media/35170/20111130_417d_par.doc
11_418_30112011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 418 30-11-2011 1730hrs.mp3,,https://parlament.mt/media/35166/20111130_418d_par.doc
11_419_01122011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 419 01-12-2011 0900hrs.mp3,,https://parlament.mt/media/35162/20111201_419d_par.doc
11_420_01122011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 420 01-12-2011 1700hrs.mp3,,https://parlament.mt/media/35159/20111201_420d_par.doc
11_421_02122011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 421 02-12-2011 0900hrs.mp3,,https://parlament.mt/media/35156/20111202_421d_par.doc
11_422_02122011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 422 02-12-2011 1800hrs.mp3,,https://parlament.mt/media/35152/20111202_422d_par.doc
11_423_03122011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 423 03-12-2011 0901hrs.mp3,,https://parlament.mt/media/35149/20111203_423d_par.doc
11_424_05122011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 424 05-12-2011 0900hrs.mp3,,https://parlament.mt/media/35145/20111205_424d_par.doc
11_425_05122011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 425 05-12-2011 1800hrs.mp3,,https://parlament.mt/media/35141/20111205_425d_par.doc
11_426_06122011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 426 06-12-2011 0900hrs.mp3,,https://parlament.mt/media/35137/20111206_426d_par.doc
11_427_06122011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 427 06-12-2011 1800hrs.mp3,,https://parlament.mt/media/35133/20111206_427d_par.doc
11_428_07122011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 428 07-12-2011 0900hrs.mp3,,https://parlament.mt/media/35129/20111207_428d_par.doc
11_429_07122011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 429 07-12-2011 1600hrs.mp3,,https://parlament.mt/media/35125/20111207_429d_par.doc
11_430_09122011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 430 09-12-2011 0900hrs.mp3,,https://parlament.mt/media/35121/20111209_430d_par.doc
11_431_09122011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 431 09-12-2011 1830hrs.mp3,,https://parlament.mt/media/35118/20111209_431d_par.doc
11_432_10122011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 432 10-12-2011 0900hrs.mp3,,https://parlament.mt/media/35115/20111210_432d_par.doc
11_433_12122011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 433 12-12-2011 0900hrs.mp3,,https://parlament.mt/media/35111/20111212_433d_par.doc
11_434_12122011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 434 12-12-2011 1530hrs.mp3,,https://parlament.mt/media/35107/20111212_434d_par.doc
11_435_14122011,https://parlament.mt/Audio/11thleg/Plenary/Plenary 435 14-12-2011 0900hrs.mp3,,https://parlament.mt/media/35104/20111214_435d_par.doc
11_436_18012012,https://parlament.mt/Audio/11thleg/Plenary/Plenary 436 18-01-2012 1800hrs.mp3,,https://parlament.mt/media/35100/20120118_436d_par.doc
11_437_23012012,https://parlament.mt/Audio/11thleg/Plenary/Plenary 437 23-01-2012 1800hrs.mp3,,https://parlament.mt/media/35096/20120123_437d_par.doc
11_438_24012012,https://parlament.mt/Audio/11thleg/Plenary/Plenary 438 24-01-2012 1800hrs.mp3,,https://parlament.mt/media/35092/20120124_438d_par.doc
11_439_25012012,https://parlament.mt/Audio/11thleg/Plenary/Plenary 439 25-01-2012 1800hrs.mp3,,https://parlament.mt/media/35088/20120125_439d_par.doc
11_440_26012012,https://parlament.mt/Audio/11thleg/Plenary/Plenary 440 26-01-2012 0900hrs.mp3,,https://parlament.mt/media/35084/20120126_440d_par.doc
11_441_01022012,https://parlament.mt/Audio/11thleg/Plenary/Plenary 441 01-02-2012 1800hrs.mp3,,https://parlament.mt/media/35080/20120201_441d_par.doc
11_442_06022012,https://parlament.mt/Audio/11thleg/Plenary/Plenary 442 06-02-2012 1800hrs.mp3,,https://parlament.mt/media/35076/20120206_442d_par.doc
11_443_07022012,https://parlament.mt/Audio/11thleg/Plenary/Plenary 443 07-02-2012 1800hrs.mp3,,https://parlament.mt/media/35072/20120207_443d_par.doc
11_444_13022012,https://parlament.mt/Audio/11thleg/Plenary/Plenary 444 13-02-2012 1800hrs.mp3,,https://parlament.mt/media/35068/20120213_444d_par.doc
11_445_14022012,https://parlament.mt/Audio/11thleg/Plenary/Plenary 445 14-02-2012 1800hrs.mp3,,https://parlament.mt/media/35064/20120214_445d_par.doc
11_446_15022012,https://parlament.mt/Audio/11thleg/Plenary/Plenary 446 15-02-2012 1800hrs.mp3,,https://parlament.mt/media/35060/20120215_446d_par.doc
11_447_20022012,https://parlament.mt/Audio/11thleg/Plenary/Plenary 447 20-02-2012 1800hrs.mp3,,https://parlament.mt/media/35056/20120220_447d_par.doc
11_448_21022012,https://parlament.mt/Audio/11thleg/Plenary/Plenary 448 21-02-2012 1800hrs.mp3,,https://parlament.mt/media/35052/20120221_448d_par.doc
11_449_22022012,https://parlament.mt/Audio/11thleg/Plenary/Plenary 449 22-02-2012 1800hrs.mp3,,https://parlament.mt/media/35048/20120222_449d_par.doc
11_450_27022012,https://parlament.mt/Audio/11thleg/Plenary/Plenary 450 27-02-2012 1800hrs.mp3,,https://parlament.mt/media/35044/20120227_450d_par.doc
11_451_28022012,https://parlament.mt/Audio/11thleg/Plenary/Plenary 451 28-02-2012 1800hrs.mp3,,https://parlament.mt/media/35040/20120228_451d_par.doc
11_452_29022012,https://parlament.mt/Audio/11thleg/Plenary/Plenary 452 29-02-2012 1800hrs.mp3,,https://parlament.mt/media/35036/20120229_452d_par.doc
11_453_05032012,https://parlament.mt/Audio/11thleg/Plenary/Plenary 453 05-03-2012 1800hrs.mp3,,https://parlament.mt/media/35032/20120305_453d_par.doc
11_454_06032012,https://parlament.mt/Audio/11thleg/Plenary/Plenary 454 06-03-2012 1745hrs.mp3,,https://parlament.mt/media/35028/20120306_454d_par.doc
11_455_07032012,https://parlament.mt/Audio/11thleg/Plenary/Plenary 455 07-03-2012 1800hrs.mp3,,https://parlament.mt/media/35024/20120307_455d_par.doc
11_456_13032012,https://parlament.mt/Audio/11thleg/Plenary/Plenary 456 13-03-2012 1800hrs.mp3,,https://parlament.mt/media/35020/20120313_456d_par.doc
11_457_14032012,https://parlament.mt/Audio/11thleg/Plenary/Plenary 457 14-03-2012 1800hrs.mp3,,https://parlament.mt/media/35016/20120314_457d_par.doc
11_458_20032012,https://parlament.mt/Audio/11thleg/Plenary/Plenary 458 20-03-2012 1800hrs.mp3,,https://parlament.mt/media/35012/20120320_458d_par.doc
11_459_21032012,https://parlament.mt/Audio/11thleg/Plenary/Plenary 459 21-03-2012 1800hrs.mp3,,https://parlament.mt/media/35008/20120321_459d_par.doc
11_460_26032012,https://parlament.mt/Audio/11thleg/Plenary/Plenary 460 26-03-2012 1800hrs.mp3,,https://parlament.mt/media/35004/20120326_460d_par.doc
11_461_27032012,https://parlament.mt/Audio/11thleg/Plenary/Plenary 461 27-03-2012 1800hrs.mp3,,https://parlament.mt/media/35000/20120327_461d_par.doc
11_462_28032012,https://parlament.mt/Audio/11thleg/Plenary/Plenary 462 28-03-2012 1800hrs.mp3,,https://parlament.mt/media/34996/20120328_462d_par.doc
11_463_23042012,https://parlament.mt/Audio/11thleg/Plenary/Plenary 463 23-04-2012 1800hrs.mp3,,https://parlament.mt/media/34992/20120423_463d_par.doc
11_464_25042012,https://parlament.mt/Audio/11thleg/Plenary/Plenary 464 25-04-2012 0900hrs.mp3,,https://parlament.mt/media/34988/20120425_464d_par.doc
11_465_25042012,https://parlament.mt/Audio/11thleg/Plenary/Plenary 465 25-04-2012 1800hrs.mp3,,https://parlament.mt/media/34984/20120425_465d_par.doc
11_466_30042012,https://parlament.mt/Audio/11thleg/Plenary/Plenary 466 30-04-2012 1800hrs.mp3,,https://parlament.mt/media/34980/20120430_466d_par.doc
11_467_02052012,https://parlament.mt/Audio/11thleg/Plenary/Plenary 467 02-05-2012 1800hrs.mp3,,https://parlament.mt/media/34976/20120502_467d_par.doc
11_468_07052012,https://parlament.mt/Audio/11thleg/Plenary/Plenary 468 07-05-2012 1800hrs.mp3,,https://parlament.mt/media/34972/20120507_468d_par.doc
11_469_08052012,https://parlament.mt/Audio/11thleg/Plenary/Plenary 469 08-05-2012 1800hrs.mp3,,https://parlament.mt/media/34968/20120508_469d_par.doc
