video_id,mp3_link
11_499_06072012,https://parlament.mt/Audio/11thleg/Plenary/Plenary 499 06-07-2012 0930hrs.mp3
11_500_09072012,https://parlament.mt/Audio/11thleg/Plenary/Plenary 500 09-07-2012 1800hrs.mp3
11_501_10072012,https://parlament.mt/Audio/11thleg/Plenary/Plenary 501 10-07-2012 1800hrs.mp3
11_502_01102012,https://parlament.mt/Audio/11thleg/Plenary/Plenary 502 01-10-2012 1800hrs.mp3
11_503_02102012,https://parlament.mt/Audio/11thleg/Plenary/Plenary 503 02-10-2012 1800hrs.mp3
11_504_03102012,https://parlament.mt/Audio/11thleg/Plenary/Plenary 504 03-10-2012 1800hrs.mp3
11_505_08102012,https://parlament.mt/Audio/11thleg/Plenary/Plenary 505 08-10-2012 1800hrs.mp3
11_506_09102012,https://parlament.mt/Audio/11thleg/Plenary/Plenary 506 09-10-2012 1800hrs.mp3
11_507_10102012,https://parlament.mt/Audio/11thleg/Plenary/Plenary 507 10-10-2012 1800hrs.mp3
11_508_15102012,https://parlament.mt/Audio/11thleg/Plenary/Plenary 508 15-10-2012 1800hrs.mp3
11_509_16102012,https://parlament.mt/Audio/11thleg/Plenary/Plenary 509 16-10-2012 1800hrs.mp3
11_510_17102012,https://parlament.mt/Audio/11thleg/Plenary/Plenary 510 17-10-2012 1800hrs.mp3
11_511_22102012,https://parlament.mt/Audio/11thleg/Plenary/Plenary 511 22-10-2012 1800hrs.mp3
11_512_23102012,https://parlament.mt/Audio/11thleg/Plenary/Plenary 512 23-10-2012 1800hrs.mp3
11_513_24102012,https://parlament.mt/Audio/11thleg/Plenary/Plenary 513 24-10-2012 1800hrs.mp3
11_514_29102012,https://parlament.mt/Audio/11thleg/Plenary/Plenary 514 29-10-2012 1800hrs.mp3
11_515_30102012,https://parlament.mt/Audio/11thleg/Plenary/Plenary 515 30-10-2012 1800hrs.mp3
11_516_31102012,https://parlament.mt/Audio/11thleg/Plenary/Plenary 516 31-10-2012 1800hrs.mp3
11_517_05112012,https://parlament.mt/Audio/11thleg/Plenary/Plenary 517 05-11-2012 1800hrs.mp3
11_518_06112012,https://parlament.mt/Audio/11thleg/Plenary/Plenary 518 06-11-2012 1800hrs.mp3
11_519_07112012,https://parlament.mt/Audio/11thleg/Plenary/Plenary 519 07-11-2012 1800hrs.mp3
11_520_12112012,https://parlament.mt/Audio/11thleg/Plenary/Plenary 520 12-11-2012 1800hrs.mp3
11_521_13112012,https://parlament.mt/Audio/11thleg/Plenary/Plenary 521 13-11-2012 1800hrs.mp3
11_522_14112012,https://parlament.mt/Audio/11thleg/Plenary/Plenary 522 14-11-2012 1800hrs.mp3
11_523_19112012,https://parlament.mt/Audio/11thleg/Plenary/Plenary 523 19-11-2012 1800hrs.mp3
11_524_20112012,https://parlament.mt/Audio/11thleg/Plenary/Plenary 524 20-11-2012 1800hrs.mp3
11_525_21112012,https://parlament.mt/Audio/11thleg/Plenary/Plenary 525 21-11-2012 1800hrs.mp3
11_526_23112012,https://parlament.mt/Audio/11thleg/Plenary/Plenary 526 23-11-2012 0900hrs.mp3
11_527_26112012,https://parlament.mt/Audio/11thleg/Plenary/Plenary 527 26-11-2012 1200hrs.mp3
11_528_26112012,https://parlament.mt/Audio/11thleg/Plenary/Plenary 528 26-11-2012 1800hrs.mp3
11_529_27112012,https://parlament.mt/Audio/11thleg/Plenary/Plenary 529 27-11-2012 1800hrs.mp3
11_530_28112012,https://parlament.mt/Audio/11thleg/Plenary/Plenary 530 28-11-2012 1800hrs.mp3
11_531_03122012,https://parlament.mt/Audio/11thleg/Plenary/Plenary 531 03-12-2012 1800hrs.mp3
11_532_04122012,https://parlament.mt/Audio/11thleg/Plenary/Plenary 532 04-12-2012 1800hrs.mp3
11_533_05122012,https://parlament.mt/Audio/11thleg/Plenary/Plenary 533 05-12-2012 1800hrs.mp3
11_534_06122012,https://parlament.mt/Audio/11thleg/Plenary/Plenary 534 06-12-2012 0930hrs.mp3
11_535_06122012,https://parlament.mt/Audio/11thleg/Plenary/Plenary 535 06-12-2012 1800hrs.mp3
11_536_10122012,https://parlament.mt/Audio/11thleg/Plenary/Plenary 536 10-12-2012 1800hrs.mp3
12_001_06042013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 001 06-04-2013 1040hrs.mp3
12_002_08042013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 002 08-04-2013 1800hrs.mp3
12_003_09042013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 003 09-04-2013 0900hrs.mp3
12_004_09042013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 004 09-04-2013 1600hrs.mp3
12_005_10042013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 005 10-04-2013 0900hrs.mp3
12_006_10042013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 006 10-04-2013 1600hrs.mp3
12_007_15042013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 007 15-04-2013 1800hrs.mp3
12_008_16042013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 008 16-04-2013 1800hrs.mp3
12_009_17042013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 009 17-04-2013 1800hrs.mp3
12_010_22042013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 010 22-04-2013 1800hrs.mp3
12_011_23042013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 011 23-04-2013 1800hrs.mp3
12_012_24042013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 012 24-04-2013 1800hrs.mp3
12_013_29042013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 013 29-04-2013 1800hrs.mp3
12_014_30042013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 014 30-04-2013 1700hrs.mp3
12_015_06052013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 015 06-05-2013 1800hrs.mp3
12_016_07052013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 016 07-05-2013 1800hrs.mp3
12_017_13052013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 017 13-05-2013 1800hrs.mp3
12_018_14052013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 018 14-05-2013 1800hrs.mp3
12_019_15052013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 019 15-05-2013 1800hrs.mp3
12_020_20052013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 020 20-05-2013 1800hrs.mp3
12_021_21052013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 021 21-05-2013 1800hrs.mp3
12_022_27052013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 022 27-05-2013 1800hrs.mp3
12_023_28052013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 023 28-05-2013 1800hrs.mp3
12_024_29052013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 024 29-05-2013 1800hrs.mp3
12_025_03062013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 025 03-06-2013 1800hrs.mp3
12_026_04062013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 026 04-06-2013 1800hrs.mp3
12_027_05062013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 027 05-06-2013 1800hrs.mp3
12_028_10062013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 028 10-06-2013 1800hrs.mp3
12_029_11062013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 029 11-06-2013 1800hrs.mp3
12_030_12062013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 030 12-06-2013 1800hrs.mp3
12_031_17062013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 031 17-06-2013 1800hrs.mp3
12_032_18062013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 032 18-06-2013 1800hrs.mp3
12_033_19062013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 033 19-06-2013 1800hrs.mp3
12_034_24062013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 034 24-06-2013 1800hrs.mp3
12_035_25062013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 035 25-06-2013 1800hrs.mp3
12_036_25062013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 036 25-06-2013 2030hrs.mp3
12_037_26062013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 037 26-06-2013 0900hrs.mp3
12_038_26062013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 038 26-06-2013 1115hrs.mp3
12_039_26062013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 039 26-06-2013 1800hrs.mp3
12_040_27062013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 040 27-06-2013 0900hrs.mp3
12_041_27062013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 041 27-06-2013 1230hrs.mp3
12_042_28062013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 042 28-06-2013 0900hrs.mp3
12_043_01072013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 043 01-07-2013 1800hrs.mp3
12_044_02072013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 044 02-07-2013 1800hrs.mp3
12_045_03072013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 045 03-07-2013 1800hrs.mp3
12_046_08072013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 046 08-07-2013 1800hrs.mp3
12_047_09072013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 047 09-07-2013 1800hrs.mp3
12_048_10072013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 048 10-07-2013 0900hrs.mp3
12_049_10072013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 049 10-07-2013 1800hrs.mp3
12_050_11072013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 050 11-07-2013 0900hrs.mp3
12_051_11072013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 051 11-07-2013 1530hrs.mp3
12_052_15072013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 052 15-07-2013 1800hrs.mp3
12_053_16072013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 053 16-07-2013 1800hrs.mp3
12_054_17072013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 054 17-07-2013 1800hrs.mp3
12_055_30092013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 055 30-09-2013 1800hrs.mp3
12_056_01102013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 056 01-10-2013 1800hrs.mp3
12_057_02102013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 057 02-10-2013 1800hrs.mp3
12_058_07102013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 058 07-10-2013 1800hrs.mp3
12_059_08102013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 059 08-10-2013 1800hrs.mp3
12_060_09102013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 060 09-10-2013 1800hrs.mp3
12_061_14102013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 061 14-10-2013 1800hrs.mp3
12_062_15102013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 062 15-10-2013 1800hrs.mp3
12_063_16102013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 063 16-10-2013 1800hrs.mp3
12_064_21102013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 064 21-10-2013 1800hrs.mp3
12_065_22102013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 065 22-10-2013 1800hrs.mp3
12_066_23102013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 066 23-10-2013 1800hrs.mp3
12_067_28102013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 067 28-10-2013 1800hrs.mp3
12_068_29102013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 068 29-10-2013 1800hrs.mp3
12_069_30102013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 069 30-10-2013 1800hrs.mp3
12_070_04112013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 070 04-11-2013 1800hrs.mp3
12_071_05112013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 071 05-11-2013 0900hrs.mp3
12_072_05112013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 072 05-11-2013 0900hrs.mp3
12_073_06112013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 073 06-11-2013 0900hrs.mp3
12_074_06112013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 074 06-11-2013 1800hrs.mp3
12_075_08112013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 075 08-11-2013 0900hrs.mp3
12_076_08112013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 076 08-11-2013 1600hrs.mp3
12_077_09112013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 077 09-11-2013 0900hrs.mp3
12_078_11112013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 078 11-11-2013 1800hrs.mp3
12_079_12112013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 079 12-11-2013 1800hrs.mp3
12_080_13112013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 080 13-11-2013 0900hrs.mp3
12_081_13112013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 081 13-11-2013 1800hrs.mp3
12_082_14112013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 082 14-11-2013 0900hrs.mp3
12_083_14112013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 083 14-11-2013 1800hrs.mp3
12_084_15112013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 084 15-11-2013 0900hrs.mp3
12_085_15112013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 085 15-11-2013 1400hrs.mp3
12_086_15112013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 086 15-11-2013 1800hrs.mp3
12_087_16112013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 087 16-11-2013 0900hrs.mp3
12_088_18112013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 088 18-11-2013 0900hrs.mp3
12_089_18112013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 089 18-11-2013 1800hrs.mp3
12_090_19112013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 090 19-11-2013 0900hrs.mp3
12_091_19112013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 091 19-11-2013 1700hrs.mp3
12_092_20112013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 092 20-11-2013 0900hrs.mp3
12_093_20112013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 093 20-11-2013 1800hrs.mp3
12_094_21112013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 094 21-11-2013 0900hrs.mp3
12_095_25112013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 095 25-11-2013 1800hrs.mp3
12_096_26112013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 096 26-11-2013 1800hrs.mp3
12_097_27112013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 097 27-11-2013 1800hrs.mp3
12_098_02122013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 098 02-12-2013 1800hrs.mp3
12_099_03122013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 099 03-12-2013 1800hrs.mp3
12_100_04122013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 100 04-12-2013 1800hrs.mp3
12_101_10122013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 101 10-12-2013 1800hrs.mp3
12_102_11122013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 102 11-12-2013 1800hrs.mp3
12_103_16122013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 103 16-12-2013 1800hrs.mp3
12_104_17122013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 104 17-12-2013 1800hrs.mp3
12_105_18122013,https://parlament.mt/Audio/12thleg/Plenary/Plenary 105 18-12-2013 1800hrs.mp3
12_106_13012014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 106 13-01-2014 1800hrs.mp3
12_107_14012014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 107 14-01-2014 1800hrs.mp3
12_108_15012014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 108 15-01-2014 1800hrs.mp3
12_109_20012014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 109 20-01-2014 1800hrs.mp3
12_110_21012014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 110 21-01-2014 1800hrs.mp3
12_111_22012014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 111 22-01-2014 1800hrs.mp3
12_112_27012014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 112 27-01-2014 1800hrs.mp3
12_113_28012014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 113 28-01-2014 1800hrs.mp3
12_114_29012014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 114 29-01-2014 1800hrs.mp3
12_115_03022014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 115 03-02-2014 1800hrs.mp3
12_116_04022014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 116 04-02-2014 1800hrs.mp3
12_117_05022014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 117 05-02-2014 1800hrs.mp3
12_118_11022014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 118 11-02-2014 1800hrs.mp3
12_119_12022014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 119 12-02-2014 1800hrs.mp3
12_120_17022014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 120 17-02-2014 1800hrs.mp3
12_121_18022014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 121 18-02-2014 1800hrs.mp3
12_122_19022014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 122 19-02-2014 1800hrs.mp3
12_123_24022014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 123 24-02-2014 1800hrs.mp3
12_124_25022014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 124 25-02-2014 1800hrs.mp3
12_125_26022014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 125 26-02-2014 1800hrs.mp3
12_126_05032014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 126 05-03-2014 1800hrs.mp3
12_127_10032014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 127 10-03-2014 1800hrs.mp3
12_128_11032014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 128 11-03-2014 1800hrs.mp3
12_129_12032014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 129 12-03-2014 1800hrs.mp3
12_130_17032014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 130 17-03-2014 1800hrs.mp3
12_131_18032014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 131 18-03-2014 1800hrs.mp3
12_132_24032014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 132 24-03-2014 1800hrs.mp3
12_133_25032014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 133 25-03-2014 1800hrs.mp3
12_134_26032014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 134 26-03-2014 1800hrs.mp3
12_135_01042014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 135 01-04-2014 1800hrs.mp3
12_136_02042014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 136 02-04-2014 1800hrs.mp3
12_137_04042014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 137 04-04-2014 1810hrs.mp3
12_138_07042014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 138 07-04-2014 1800hrs.mp3
12_139_08042014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 139 08-04-2014 1800hrs.mp3
12_140_09042014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 140 09-04-2014 1800hrs.mp3
12_141_14042014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 141 14-04-2014 1800hrs.mp3
12_142_15042014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 142 15-04-2014 1700hrs.mp3
12_143_16042014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 143 16-04-2014 1800hrs.mp3
12_144_05052014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 144 05-05-2014 1800hrs.mp3
12_145_06052014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 145 06-05-2014 1800hrs.mp3
12_146_07052014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 146 07-05-2014 1800hrs.mp3
12_147_12052014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 147 12-05-2014 1800hrs.mp3
12_148_13052014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 148 13-05-2014 1800hrs.mp3
12_149_14052014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 149 14-05-2014 1800hrs.mp3
12_150_19052014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 150 19-05-2014 1800hrs.mp3
12_151_20052014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 151 20-05-2014 1800hrs.mp3
12_152_21052014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 152 21-05-2014 1800hrs.mp3
12_153_26052014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 153 26-05-2014 1800hrs.mp3
12_154_27052014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 154 27-05-2014 1800hrs.mp3
12_155_28052014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 155 28-05-2014 1800hrs.mp3
12_156_02062014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 156 02-06-2014 1800hrs.mp3
12_157_03062014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 157 03-06-2014 1800hrs.mp3
12_158_04062014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 158 04-06-2014 1800hrs.mp3
12_159_09062014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 159 09-06-2014 1800hrs.mp3
12_160_10062014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 160 10-06-2014 0900hrs.mp3
12_161_10062014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 161 10-06-2014 1800hrs.mp3
12_162_11062014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 162 11-06-2014 1800hrs.mp3
12_163_16062014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 163 16-06-2014 1800hrs.mp3
12_164_17062014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 164 17-06-2014 1800hrs.mp3
12_165_18062014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 165 18-06-2014 1800hrs.mp3
12_166_23062014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 166 23-06-2014 1800hrs.mp3
12_167_24062014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 167 24-06-2014 1800hrs.mp3
12_168_25062014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 168 25-06-2014 1800hrs.mp3
12_169_30062014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 169 30-06-2014 1800hrs.mp3
12_170_01072014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 170 01-07-2014 1800hrs.mp3
12_171_02072014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 171 02-07-2014 1800hrs.mp3
12_172_07072014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 172 07-07-2014 1800hrs.mp3
12_173_08072014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 173 08-07-2014 1800hrs.mp3
12_174_09072014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 174 09-07-2014 1800hrs.mp3
12_175_14072014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 175 14-07-2014 1800hrs.mp3
12_176_15072014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 176 15-07-2014 0900hrs.mp3
12_177_15072014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 177 15-07-2014 1800hrs.mp3
12_178_16072014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 178 16-07-2014 1800hrs.mp3
12_179_17072014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 179 17-07-2014 0900hrs.mp3
12_180_17072014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 180 17-07-2014 1700hrs.mp3
12_181_18072014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 181 18-07-2014 0900hrs.mp3
12_182_21072014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 182 21-07-2014 1800hrs.mp3
12_183_22072014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 183 22-07-2014 1800hrs.mp3
12_184_25072014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 184 25-07-2014 1700hrs.mp3
12_185_13102014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 185 13-10-2014 1800hrs.mp3
12_186_14102014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 186 14-10-2014 1800hrs.mp3
12_187_15102014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 187 15-10-2014 1800hrs.mp3
12_188_20102014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 188 20-10-2014 1800hrs.mp3
12_189_21102014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 189 21-10-2014 1800hrs.mp3
12_190_22102014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 190 22-10-2014 1800hrs.mp3
12_191_27102014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 191 27-10-2014 1800hrs.mp3
12_192_28102014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 192 28-10-2014 1800hrs.mp3
12_193_29102014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 193 29-10-2014 1800hrs.mp3
12_194_03112014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 194 03-11-2014 1800hrs.mp3
12_195_04112014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 195 04-11-2014 1800hrs.mp3
12_196_05112014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 196 05-11-2014 1800hrs.mp3
12_197_10112014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 197 10-11-2014 1800hrs.mp3
12_198_11112014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 199 12-11-2014 1800hrs.mp3
12_199_12112014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 199 12-11-2014 1800hrs.mp3
12_200_17112014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 200 17-11-2014 1800hrs.mp3
12_201_18112014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 201 18-11-2014 1800hrs.mp3
12_202_19112014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 202 19-11-2014 1800hrs.mp3
12_203_24112014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 203 24-11-2014 1800hrs.mp3
12_204_25112014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 204 25-11-2014 1800hrs.mp3
12_205_26112014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 205 26-11-2014 0900hrs.mp3
12_206_26112014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 206 26-11-2014 1800hrs.mp3
12_207_27112014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 207 27-11-2014 0900hrs.mp3
12_208_27112014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 208 27-11-2014 1800hrs.mp3
12_209_28112014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 209 28-11-2014 0900hrs.mp3
12_210_28112014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 210 28-11-2014 1800hrs.mp3
12_211_01122014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 211 01-12-2014 0900hrs.mp3
12_212_01122014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 212 01-12-2014 1400hrs.mp3
12_213_01122014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 213 01-12-2014 1800hrs.mp3
12_214_02122014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 214 02-12-2014 0900hrs.mp3
12_215_02122014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 215 02-12-2014 1800hrs.mp3
12_216_03122014,https://parlament.mt/Audio/12thleg/Plenary/Plenary 216 03-12-2014 0900hrs.mp3
